session_id,phase_idx,class_id_target,class_name_target,condition,take,frame,class_id_pred,class_name_pred,confidence
20260317_022534,4,19,Lateral Tripod,air,1,37,18,Writing Tripod,0.9133
20260317_022534,4,19,Lateral Tripod,air,1,38,18,Writing Tripod,0.8785
20260317_022534,4,19,Lateral Tripod,air,1,39,18,Writing Tripod,0.8586
20260317_022534,4,19,Lateral Tripod,air,1,40,18,Writing Tripod,0.8744
20260317_022534,4,19,Lateral Tripod,air,1,41,18,Writing Tripod,0.843
20260317_022534,4,19,Lateral Tripod,air,1,42,18,Writing Tripod,0.8952
20260317_022534,4,19,Lateral Tripod,air,1,43,18,Writing Tripod,0.8703
20260317_022534,4,19,Lateral Tripod,air,1,44,18,Writing Tripod,0.8632
20260317_022534,4,19,Lateral Tripod,air,1,45,18,Writing Tripod,0.85
20260317_022534,4,19,Lateral Tripod,air,1,46,18,Writing Tripod,0.8653
20260317_022534,4,19,Lateral Tripod,air,1,47,18,Writing Tripod,0.8608
20260317_022534,4,19,Lateral Tripod,air,1,48,18,Writing Tripod,0.8997
20260317_022534,4,19,Lateral Tripod,air,1,49,18,Writing Tripod,0.814
20260317_022534,4,19,Lateral Tripod,air,1,50,18,Writing Tripod,0.8547
20260317_022534,4,19,Lateral Tripod,air,1,51,18,Writing Tripod,0.896
20260317_022534,4,19,Lateral Tripod,air,1,52,18,Writing Tripod,0.8752
20260317_022534,4,19,Lateral Tripod,air,1,53,18,Writing Tripod,0.8858
20260317_022534,4,19,Lateral Tripod,air,1,54,18,Writing Tripod,0.8954
20260317_022534,4,19,Lateral Tripod,air,1,55,18,Writing Tripod,0.8687
20260317_022534,4,19,Lateral Tripod,air,1,56,18,Writing Tripod,0.9016
20260317_022534,4,19,Lateral Tripod,air,1,57,18,Writing Tripod,0.8688
20260317_022534,4,19,Lateral Tripod,air,1,58,18,Writing Tripod,0.8984
20260317_022534,4,19,Lateral Tripod,air,1,59,18,Writing Tripod,0.8796
20260317_022534,4,19,Lateral Tripod,air,1,60,18,Writing Tripod,0.9029
