,Large Diameter,Small Diameter,Index Finger Extension,Extension Type,Parallel Extension,Palmar,Medium Wrap,Adducted Thumb,Light Tool,Distal,Ring,Power Disk,Power Sphere,Sphere 4-Finger,Sphere 3-Finger,Lateral,Stick,Adduction Grip,Writing Tripod,Lateral Tripod,Palmar Pinch,Tip Pinch,Inferior Pincer,Prismatic 3 Finger,Precision Disk,Precision Sphere,Quadpod,Tripod
Large Diameter,0.6704831404126824,0.0013839959738298944,0.0,0.04214896829391042,0.09247609461499748,0.01987921489682939,0.0002516356316054353,0.006039255158530448,0.006542526421741319,0.04491696024157021,0.022395571212883745,0.028560644187216908,0.010568696527428284,0.00012581781580271766,0.001132360342224459,0.0013839959738298944,0.0,0.002642174131857071,0.0006290890790135883,0.00012581781580271766,0.001509813789632612,0.0,0.003019627579265224,0.0016356316054353297,0.032083543029693004,0.0017614494212380473,0.0032712632108706594,0.0050327126321087065
Small Diameter,0.000545404963185165,0.5316334878647395,0.003408781019907281,0.0035451322607035723,0.002727024815925825,0.012544314153258795,0.012544314153258795,0.17384783201527135,0.10839923643305154,0.002317971093536951,0.002317971093536951,0.012271611671666212,0.00545404963185165,0.0002727024815925825,0.005317698391055358,0.05726752113444232,0.0012271611671666213,0.0006817562039814562,0.032451595309517314,0.004635942187073902,0.0029997272975184073,0.0012271611671666213,0.00886283065175893,0.00040905372238887375,0.0051813471502590676,0.00013635124079629124,0.00040905372238887375,0.007362967002999727
Index Finger Extension,0.00021211157068618092,0.0014847809948032665,0.8329621380846325,0.002068087814190264,0.0016968925654894473,0.0008484462827447237,0.0006363347120585428,0.005833068193869976,0.005302789267154523,0.06527733587867218,0.0010605578534309047,0.0003711952487008166,0.0,0.0007954183900731785,0.014317531021317213,0.0001590836780146357,0.0001590836780146357,0.0019090041361756285,0.015431116767419662,0.0001590836780146357,0.0005302789267154523,0.0,0.001802948350832538,0.00010605578534309046,0.006840598154629335,0.0003181673560292714,0.0003181673560292714,0.03939972425495811
Extension Type,0.010374942543830848,0.00282356031256156,0.0014446122529384728,0.7414800709173288,0.030730842471600236,0.017269682841946285,0.003348873859084641,0.01858296670825399,0.015365421235800118,0.011885218990084706,0.0012476196729923172,0.0023639109593538645,0.035983977936831044,0.0006566419331538512,0.0035458664390307965,0.015496749622430889,0.0003283209665769256,0.005450128045176965,0.014314794142753957,0.004596493532076958,0.002298246766038479,0.0012476196729923172,0.0029548886991923305,0.01063759931709239,0.022654146693807865,0.006106769978330816,0.007288725458007748,0.009521308030730842
Parallel Extension,0.09748803827751196,0.0,0.0004485645933014354,0.02751196172248804,0.7344497607655502,0.013307416267942584,0.0,0.010316985645933014,0.00583133971291866,0.02033492822966507,0.021232057416267942,0.00687799043062201,0.006130382775119617,0.002840909090909091,0.0007476076555023923,0.001644736842105263,0.0,0.006130382775119617,0.003289473684210526,0.0004485645933014354,0.001644736842105263,0.0008971291866028708,0.006130382775119617,0.002840909090909091,0.017344497607655503,0.005233253588516747,0.0014952153110047847,0.005382775119617225
Palmar,0.008575103615835357,0.007288838073460055,0.0004287551807917679,0.05502358153494355,0.07274546234100329,0.5416607117336001,0.0004287551807917679,0.013863084178933829,0.14649135343718736,0.0012862655423753037,0.003001286265542375,0.04730598828069173,0.005145062169501215,0.0002858367871945119,0.005430898956695727,0.027297413177075888,0.00014291839359725596,0.007717593254251822,0.011576389881377734,0.0024296126911533514,0.00886094040302987,0.0025725310847506074,0.0035729598399313993,0.005430898956695727,0.00814634843504359,0.003001286265542375,0.004573388595112191,0.005716735743890239
Medium Wrap,0.010889292196007259,0.15381125226860254,0.0013611615245009074,0.029945553539019964,0.03856624319419238,0.008620689655172414,0.22141560798548093,0.21869328493647913,0.07304900181488204,0.03402903811252268,0.003629764065335753,0.016333938294010888,0.008620689655172414,0.0,0.008620689655172414,0.02041742286751361,0.0018148820326678765,0.010435571687840291,0.060798548094373864,0.0054446460980036296,0.00045372050816696913,0.0,0.009074410163339383,0.003629764065335753,0.03765880217785844,0.004537205081669692,0.003629764065335753,0.014519056261343012
Adducted Thumb,0.003753798486563785,0.06429124709527498,0.00709050825239826,0.012810582136685933,0.012393493415956624,0.002085443603646547,0.012155157004111303,0.5504975272597271,0.16695465649764643,0.0039921348984091045,0.0026217005302985163,0.006017994399094321,0.002740868736221176,0.00047667282369063933,0.012572245724840612,0.05809450038729667,0.004707144133945063,0.008282190311624858,0.018649824226896265,0.0005958410296132992,0.004707144133945063,0.00017875230888398974,0.006137162605016982,0.00041708872072930943,0.021152356551272122,0.002145027706607877,0.0008341774414586189,0.01364475957814455
Light Tool,0.001895694666779004,0.011921813126632404,0.00269609908164125,0.004928806133625411,0.0028646052742438283,0.01402814053416463,0.00033701238520515627,0.06799224871514029,0.6701070014323026,0.001979947763080293,0.0006740247704103125,0.0047602999410228325,0.0018535681186283596,0.0010110371556154689,0.0024433397927373832,0.15034965034965034,0.008341056533827619,0.0014323026371219141,0.020052236919706798,0.0013901760889712697,0.006234729126295391,0.000547645125958379,0.0035807565928047858,0.00547645125958379,0.001727188474176426,0.000547645125958379,0.0035807565928047858,0.00724576628191086
Distal,0.022343377306138345,4.867838193058463e-05,0.0845543494134255,0.010465852115075695,0.0070096869980041865,0.00024339190965292314,0.00024339190965292314,0.004916516574989047,0.0012169595482646157,0.8018789855425206,0.005354622012364309,0.001947135277223385,0.0028233461519739083,0.0023852407145986466,0.003991627318307939,0.0,0.0,0.0016063866037092926,0.0023852407145986466,0.0,9.735676386116926e-05,0.0,0.0029207029158350778,0.0,0.026821788443752128,0.005354622012364309,0.0014116730759869541,0.009979068295769849
