session_id,phase_idx,class_id_target,class_name_target,condition,take,frame,class_id_pred,class_name_pred,confidence,confirmed,min_visibility,mean_visibility,landmarks_low_vis
20260316_210135,0,23,Prismatic 3 Finger,air,1,0,27,Tripod,0.8493,False,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,1,27,Tripod,0.8458,False,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,2,27,Tripod,0.8431,False,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,3,27,Tripod,0.8475,False,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,4,27,Tripod,0.88,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,5,27,Tripod,0.8856,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,6,27,Tripod,0.8023,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,7,27,Tripod,0.8612,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,8,27,Tripod,0.8923,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,9,27,Tripod,0.8099,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,10,27,Tripod,0.8794,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,11,27,Tripod,0.78,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,12,27,Tripod,0.7775,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,13,27,Tripod,0.7477,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,14,27,Tripod,0.7934,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,15,27,Tripod,0.7913,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,16,27,Tripod,0.7955,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,17,27,Tripod,0.8187,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,18,27,Tripod,0.7863,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,19,27,Tripod,0.7612,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,20,27,Tripod,0.759,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,21,27,Tripod,0.7624,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,22,27,Tripod,0.7025,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,23,27,Tripod,0.8527,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,24,27,Tripod,0.7755,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,25,27,Tripod,0.8158,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,26,27,Tripod,0.7775,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,27,27,Tripod,0.736,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,28,27,Tripod,0.7175,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,29,27,Tripod,0.7671,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,30,27,Tripod,0.7905,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,31,27,Tripod,0.7692,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,32,27,Tripod,0.8121,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,33,27,Tripod,0.7183,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,34,27,Tripod,0.7615,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,35,27,Tripod,0.7856,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,36,27,Tripod,0.7918,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,37,27,Tripod,0.8231,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,38,27,Tripod,0.7838,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,39,27,Tripod,0.8313,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,40,27,Tripod,0.8111,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,41,27,Tripod,0.7992,True,0.0,0.0,21
20260316_210135,0,23,Prismatic 3 Finger,air,1,42,27,Tripod,0.8163,True,0.0,0.0,21
