,Large Diameter,Small Diameter,Index Finger Extension,Extension Type,Parallel Extension,Palmar,Medium Wrap,Adducted Thumb,Light Tool,Distal,Ring,Power Disk,Power Sphere,Sphere 4-Finger,Sphere 3-Finger,Lateral,Stick,Adduction Grip,Writing Tripod,Lateral Tripod,Palmar Pinch,Tip Pinch,Inferior Pincer,Prismatic 3 Finger,Precision Disk,Precision Sphere,Quadpod,Tripod
Large Diameter,0.7385505787619527,0.0,0.0,0.03069954705586311,0.05649219929542023,0.008178158027176648,0.0,0.002264720684448918,0.00377453447408153,0.04957221942627076,0.02365374937091092,0.027805737292400604,0.02692501258178158,0.0,0.0008807247106190236,0.0017614494212380473,0.0,0.0006290890790135883,0.0013839959738298944,0.00012581781580271766,0.0,0.0,0.004403623553095118,0.0012581781580271766,0.014091595369904378,0.0033970810266733768,0.000754906894816306,0.0033970810266733768
Small Diameter,0.0,0.6103081538041997,0.003954185983092446,0.00218161985274066,0.0014998636487592036,0.0014998636487592036,0.016771202617943824,0.15857649304608673,0.07908371966184892,0.005726752113444232,0.00040905372238887375,0.0024543223343332426,0.0029997272975184073,0.0,0.009408235614944097,0.03517862012544314,0.00040905372238887375,0.0020452686119443687,0.029042814289610034,0.00218161985274066,0.004226888464685029,0.0002727024815925825,0.0059994545950368145,0.0,0.0025906735751295338,0.0,0.000545404963185165,0.022634305972184347
Index Finger Extension,0.00042422314137236184,0.0006363347120585428,0.8553399087920246,0.00026513946335772617,0.0033407572383073497,0.0003181673560292714,0.0005833068193869976,0.002015059921518719,0.0030756177749496237,0.09279881217520415,0.00010605578534309046,0.0003711952487008166,0.0,0.0013787252094601761,0.002545338848234171,0.00026513946335772617,0.00021211157068618092,0.0019090041361756285,0.014900837840704211,0.0004772510340439071,0.00010605578534309046,0.0,0.00010605578534309046,0.00026513946335772617,0.0014317531021317213,0.00026513946335772617,0.0,0.016862869869551385
Extension Type,0.0046621577253923435,0.0019042616061461684,0.0007223061264692364,0.864272112417099,0.005581456431807736,0.00019699257994615536,0.003874187405607722,0.017466675421892442,0.009455643837415458,0.007814039004530829,0.00019699257994615536,0.00026265677326154047,0.009324315450784687,0.0005253135465230809,0.009192987064153916,0.021537855407446318,6.566419331538512e-05,0.008142359971107755,0.0040711799855538775,0.0011819554796769322,0.0005909777398384661,0.001707269026200013,0.003086217085823101,0.004727821918707729,0.005975441591700046,0.001969925799461554,0.004268172565500033,0.007223061264692363
Parallel Extension,0.08104066985645933,0.0011961722488038277,0.00014952153110047846,0.017643540669856458,0.7908193779904307,0.026016746411483254,0.00014952153110047846,0.0020933014354066986,0.002840909090909091,0.01869019138755981,0.005233253588516747,0.009270334928229665,0.010616028708133971,0.00388755980861244,0.0002990430622009569,0.0002990430622009569,0.0,0.0026913875598086126,0.0002990430622009569,0.0,0.0,0.00014952153110047846,0.002242822966507177,0.00014952153110047846,0.017194976076555023,0.005980861244019139,0.0002990430622009569,0.0007476076555023923
Palmar,0.0070030012862655425,0.0018579391167643277,0.0002858367871945119,0.0021437759039588393,0.09432613977418894,0.7008718022009433,0.0004287551807917679,0.007145919679862799,0.09389738459339717,0.003144204659139631,0.0014291839359725598,0.017150207231670715,0.0005716735743890238,0.0008575103615835358,0.0018579391167643277,0.010861797913391454,0.005145062169501215,0.0007145919679862799,0.016149778476489924,0.0037158782335286553,0.006574246105473774,0.0018579391167643277,0.0027154494783478635,0.0018579391167643277,0.004716306988709447,0.0008575103615835358,0.007717593254251822,0.0041446334143204235
Medium Wrap,0.008620689655172414,0.1161524500907441,0.011796733212341199,0.014972776769509982,0.014519056261343012,0.003176043557168784,0.30671506352087113,0.24001814882032668,0.05308529945553539,0.04627949183303085,0.0,0.008620689655172414,0.011796733212341199,0.0009074410163339383,0.006352087114337568,0.008166969147005444,0.0,0.009074410163339383,0.06941923774954628,0.009074410163339383,0.00045372050816696913,0.0,0.005898366606170599,0.0,0.030399274047186932,0.0009074410163339383,0.004083484573502722,0.019509981851179675
Adducted Thumb,0.0023833641184531967,0.042304713102544245,0.004290055413215754,0.012870166239647263,0.007567181076088899,0.002264195912530537,0.011559315974498004,0.691711851278079,0.1157123279509027,0.00750759697312757,0.00023833641184531966,0.00047667282369063933,0.002740868736221176,5.9584102961329916e-05,0.013883095989989871,0.02740868736221176,0.000715009235535959,0.00685217184055294,0.010665554430078055,0.0006554251325746291,0.0032771256628731454,5.9584102961329916e-05,0.008222606208663528,5.9584102961329916e-05,0.010308049812310077,0.0002979205148066496,0.0016087707799559078,0.01430018471071918
Light Tool,0.0011374168000674026,0.013775381245260763,0.001095290251916758,0.001095290251916758,0.0028646052742438283,0.02434914483107254,8.425309630128907e-05,0.052616058640155026,0.7435757014070267,0.0008846575111635353,8.425309630128907e-05,0.002148453955682871,0.0008846575111635353,0.0007582778667116017,0.0007582778667116017,0.09347881034628022,0.01419664672676721,0.0016429353778751369,0.028351166905383772,0.001979947763080293,0.004591793748420255,4.2126548150644534e-05,0.0009689106074648243,0.002822478726093184,0.00033701238520515627,4.2126548150644534e-05,0.0022327070519841605,0.003201617659448985
Distal,0.019130604098719757,0.0003407486735140924,0.04994401986077983,0.00589008421360074,0.006571581560628924,4.867838193058463e-05,0.0001460351457917539,0.003018059679696247,0.0015090298398481234,0.86511220367035,0.0019958136591539696,0.002531275860390401,0.0033588083532103395,0.001947135277223385,0.004867838193058463,9.735676386116926e-05,0.0,0.0020444920410845543,0.0010222460205422772,0.0001460351457917539,0.0,0.0,0.002141848804945724,9.735676386116926e-05,0.01358126855863311,0.009248892566811079,0.0011196027844034464,0.004088984082169109
