,Large Diameter,Small Diameter,Index Finger Extension,Extension Type,Parallel Extension,Palmar,Medium Wrap,Adducted Thumb,Light Tool,Distal,Ring,Power Disk,Power Sphere,Sphere 4-Finger,Sphere 3-Finger,Lateral,Stick,Adduction Grip,Writing Tripod,Lateral Tripod,Palmar Pinch,Tip Pinch,Inferior Pincer,Prismatic 3 Finger,Precision Disk,Precision Sphere,Quadpod,Tripod
Large Diameter,0.6877201811776548,0.0008807247106190236,0.00012581781580271766,0.04894313034725717,0.07146451937594363,0.017488676396577755,0.0013839959738298944,0.006668344237544036,0.0076748867639657775,0.048691494715651734,0.011197785606441872,0.030573729240060393,0.0334675390035229,0.0,0.0005032712632108706,0.00012581781580271766,0.0,0.001509813789632612,0.005661801711122295,0.0,0.000377453447408153,0.0,0.004781077000503271,0.00012581781580271766,0.010568696527428284,0.0017614494212380473,0.006416708605938601,0.001887267237040765
Small Diameter,0.0,0.5659940005454049,0.004908644668666485,0.006817562039814562,0.00436323970548132,0.016907553858740116,0.0264521407144805,0.13730569948186527,0.08153804199618217,0.002863376056722116,0.0,0.008590128170166349,0.00218161985274066,0.0002727024815925825,0.004908644668666485,0.07772020725388601,0.004090537223888737,0.00109080992637033,0.02727024815925825,0.006135805835833106,0.003136078538314699,0.0013635124079629125,0.003954185983092446,0.000545404963185165,0.00763566948459231,0.00013635124079629124,0.0002727024815925825,0.0035451322607035723
Index Finger Extension,5.302789267154523e-05,0.0013256973167886307,0.8797857673136069,0.00042422314137236184,0.006522430798600064,0.0,0.002704422526248807,0.0023332272775479905,0.0026513946335772615,0.052974864778873684,0.0,0.0009545020680878142,0.0,0.0013787252094601761,0.0022271714922048997,0.0,0.0009545020680878142,0.0008484462827447237,0.019620320288471736,0.0003181673560292714,0.0,0.0,0.0005833068193869976,0.00021211157068618092,0.0028635062042634426,0.0001590836780146357,0.00026513946335772617,0.020839961819917277
Extension Type,0.0024952393459846344,0.0015102764462538577,0.0020355899927769388,0.8683432924026528,0.0046621577253923435,0.00013132838663077023,0.002757896119246175,0.015825070589007815,0.007091732878061593,0.006894740298115438,0.0,0.0,0.007748374811215444,6.566419331538512e-05,0.005056142885284654,0.022325825727230943,6.566419331538512e-05,0.003939851598923108,0.015431085429115504,0.001116291286361547,0.000984962899730777,0.003939851598923108,0.00282356031256156,0.004990478691969269,0.008142359971107755,0.0012476196729923172,0.005056142885284654,0.005318799658546195
Parallel Extension,0.1110944976076555,0.0,0.0023923444976076554,0.015251196172248804,0.7508971291866029,0.03289473684210526,0.0008971291866028708,0.0029904306220095694,0.004186602870813397,0.015849282296650717,0.003438995215311005,0.010167464114832535,0.008971291866028708,0.00777511961722488,0.0002990430622009569,0.0,0.0,0.0013456937799043063,0.00194377990430622,0.0,0.0,0.0,0.00687799043062201,0.0004485645933014354,0.011214114832535885,0.00583133971291866,0.001644736842105263,0.0035885167464114833
Palmar,0.003001286265542375,0.007431756467057311,0.003858796627125911,0.0021437759039588393,0.07689009575532371,0.7127340288695155,0.0012862655423753037,0.005002143775903959,0.06502786908675147,0.0008575103615835358,0.00014291839359725596,0.03487208803773045,0.0,0.003001286265542375,0.0010004287551807919,0.015149349721309132,0.0,0.0004287551807917679,0.029869944261826497,0.0037158782335286553,0.0028583678719451195,0.0,0.003144204659139631,0.005430898956695727,0.0070030012862655425,0.0004287551807917679,0.0027154494783478635,0.0120051450621695
Medium Wrap,0.006352087114337568,0.12749546279491833,0.018602540834845735,0.024047186932849365,0.007259528130671506,0.0018148820326678765,0.29219600725952816,0.18194192377495463,0.04446460980036298,0.03856624319419238,0.0,0.009074410163339383,0.011343012704174229,0.0009074410163339383,0.024047186932849365,0.02223230490018149,0.0009074410163339383,0.006352087114337568,0.08938294010889292,0.009981851179673321,0.004990925589836661,0.0,0.010889292196007259,0.003176043557168784,0.028584392014519056,0.0,0.007259528130671506,0.028130671506352088
Adducted Thumb,0.0017279389858785676,0.06107370553536316,0.003694214383602455,0.022999463743073347,0.006971340046475601,0.0023237800154918666,0.02109277244831079,0.6399928499076446,0.10826431508073646,0.005302985163558363,0.0,0.0014896025740332478,0.0032771256628731454,0.0003575046177679795,0.01620687600548174,0.03747840076267652,0.005005064648751713,0.002442948221414527,0.016802717035095036,0.0006554251325746291,0.004885896442829054,5.9584102961329916e-05,0.008818447238276827,0.00011916820592265983,0.010367633915271405,0.00017875230888398974,0.0014896025740332478,0.016921885241017696
Light Tool,0.002822478726093184,0.025865700564495744,0.00037913893335580085,0.00408627517061252,0.0036650096891060746,0.04031510658016682,0.0025697194371893167,0.04794001179543348,0.659870250231696,0.0024012132445867386,0.0,0.008593815822731485,0.002106327407532227,0.0007582778667116017,0.002653972533490606,0.10379981464318813,0.017524644030668127,0.001263796444519336,0.04044148622461875,0.00947847333389502,0.008972954756087287,0.00037913893335580085,0.0004633920296570899,0.0038756424298592974,0.0008004044148622462,0.0001263796444519336,0.006150476029994102,0.00269609908164125
Distal,0.02175923672297133,0.0009248892566811079,0.08640412792678771,0.01041717373314511,0.012753736065813173,0.0002920702915835078,0.0003407486735140924,0.0038455921725161855,0.0007301757289587694,0.8110305213454705,0.0013629946940563696,0.002482597478459816,0.003164094825488001,0.0014116730759869541,0.005598013922017232,4.867838193058463e-05,0.0,0.0006328189650976002,0.0016550649856398774,4.867838193058463e-05,0.0,0.0,0.005208586866572555,4.867838193058463e-05,0.012899771211604925,0.009735676386116925,0.000535462201236431,0.006668938324490094
